"route","pageType","risk","priority","score","reviewStatus","reviewMethod","reviewedAt","reviewDue","overdueDays","action","expectedOutcome","reviewer","notes"
"/states/south-dakota/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-21","2026-10-19","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 South Dakota 两页并登记显式声明级来源；拆分 Section 1 / 2 / 3、首证 / 转入 / 续补证 / non-citizen / testing / full-time traveler 路线，采用当前 $38 / $20 fee，并公开标记旧费用与 3–4 / 4–6 周寄送时间冲突。"
"/states/south-dakota/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-21","2026-10-19","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 South Dakota 两页并登记显式声明级来源；拆分 Section 1 / 2 / 3、首证 / 转入 / 续补证 / non-citizen / testing / full-time traveler 路线，采用当前 $38 / $20 fee，并公开标记旧费用与 3–4 / 4–6 周寄送时间冲突。"
"/states/tennessee/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-19","2026-10-17","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Tennessee 两页并建立显式声明级来源；移除返回 404 的旧 Temporary 页面，改用现行证件类型、Identification License、续期和手册入口；同时公开标注 New Residents 和 MVR Verification 对 Kentucky 是否需要 MVR 的当前页面差异。"
"/states/tennessee/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-19","2026-10-17","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Tennessee 两页并建立显式声明级来源；移除返回 404 的旧 Temporary 页面，改用现行证件类型、Identification License、续期和手册入口；同时公开标注 New Residents 和 MVR Verification 对 Kentucky 是否需要 MVR 的当前页面差异。"
"/states/texas/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-17","2026-10-15","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Texas 总览与 REAL ID 清单，纠正简版公民材料清单和车辆登记证明的适用范围，更新 2026 年 CDL 语言规则，并为费用、期限、身份和材料声明建立显式来源；仍待真实人工签字。"
"/states/texas/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-17","2026-10-15","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Texas 总览与 REAL ID 清单，纠正简版公民材料清单和车辆登记证明的适用范围，更新 2026 年 CDL 语言规则，并为费用、期限、身份和材料声明建立显式来源；仍待真实人工签字。"
"/states/utah/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-21","2026-10-19","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Utah 总览与 REAL ID 页面，拆开 Regular、Limited-Term 与 DPC 三条身份路径；补齐外国驾照、50 / 25 题测试、Mandarin Chinese 与 DPC English-only 边界、SAVE / fingerprint、费用、10 天改址、online renewal、temporary license 与 DPC no-privilege receipt。"
"/states/utah/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-21","2026-10-19","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Utah 总览与 REAL ID 页面，拆开 Regular、Limited-Term 与 DPC 三条身份路径；补齐外国驾照、50 / 25 题测试、Mandarin Chinese 与 DPC English-only 边界、SAVE / fingerprint、费用、10 天改址、online renewal、temporary license 与 DPC no-privilege receipt。"
"/states/vermont/","state-overview","medium","P1","92","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","当前只通过官方来源映射与结构一致性核验；逐页打开官方正文并完成显式声明核对后，才能升级为 AI 辅助证据核对。"
"/states/vermont/real-id/","state-real-id","medium","P1","99","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","当前只通过官方来源映射与结构一致性核验；逐页打开官方正文并完成显式声明核对后，才能升级为 AI 辅助证据核对。"
"/states/virginia/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-17","2026-10-15","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Virginia 总览与 REAL ID 页面，补齐 30/60 天、2027 年训练变化、中文考试、六国互惠与 Taiwan 特例、EAD I-766 限制和 2026 Driver Privilege Card 续期提示；所有声明已改为显式来源，仍待真实人工签字。"
"/states/virginia/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-17","2026-10-15","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Virginia 总览与 REAL ID 页面，补齐 30/60 天、2027 年训练变化、中文考试、六国互惠与 Taiwan 特例、EAD I-766 限制和 2026 Driver Privilege Card 续期提示；所有声明已改为显式来源，仍待真实人工签字。"
"/states/washington/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-17","2026-10-15","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Washington 总览与 REAL ID 页面，删除已过时的 403 访问警告，分开 standard 与 EDL/EID 路径，并将资格、材料、费用、期限、考试和出行边界改为显式来源；仍待真实人工签字。"
"/states/washington/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-17","2026-10-15","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Washington 总览与 REAL ID 页面，删除已过时的 403 访问警告，分开 standard 与 EDL/EID 路径，并将资格、材料、费用、期限、考试和出行边界改为显式来源；仍待真实人工签字。"
"/states/west-virginia/","state-overview","medium","P1","91","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","当前只通过官方来源映射与结构一致性核验；逐页打开官方正文并完成显式声明核对后，才能升级为 AI 辅助证据核对。"
"/states/west-virginia/real-id/","state-real-id","medium","P1","99","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","当前只通过官方来源映射与结构一致性核验；逐页打开官方正文并完成显式声明核对后，才能升级为 AI 辅助证据核对。"
"/states/wisconsin/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-21","2026-10-19","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Wisconsin 总览与 REAL ID 页面，拆开美国外州、外国驾照和首次驾驶人路线；补齐 60 / 30 天转入、8 年考试门槛、probationary、China / Taiwan 边界、Chinese 现场笔试、teen online test、REAL ID / non-compliant、SSOLV、费用、10 天改址、45 天 receipt 和 10 个工作日寄卡。"
"/states/wisconsin/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-21","2026-10-19","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Wisconsin 总览与 REAL ID 页面，拆开美国外州、外国驾照和首次驾驶人路线；补齐 60 / 30 天转入、8 年考试门槛、probationary、China / Taiwan 边界、Chinese 现场笔试、teen online test、REAL ID / non-compliant、SSOLV、费用、10 天改址、45 天 receipt 和 10 个工作日寄卡。"
"/states/wyoming/","state-overview","medium","P3","96","ai-assisted","ai-assisted","2026-07-19","2026-10-17","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Wyoming 两页并建立显式声明级来源；纠正当前证件不存在 standard/REAL ID 二选一，补齐新居民五州/CDL 例外、中国大陆驾照无公开互惠清单、英文考试与口译、45 天且不同来源的住址材料、非公民每次服务、10 天改址改名、续补证限制、寄送和现行费用。"
"/states/wyoming/real-id/","state-real-id","medium","P3","99","ai-assisted","ai-assisted","2026-07-19","2026-10-17","0","observation","每月复核一次","Codex AI 辅助证据核查","重写 Wyoming 两页并建立显式声明级来源；纠正当前证件不存在 standard/REAL ID 二选一，补齐新居民五州/CDL 例外、中国大陆驾照无公开互惠清单、英文考试与口译、45 天且不同来源的住址材料、非公民每次服务、10 天改址改名、续补证限制、寄送和现行费用。"
"/terms/","trust","policy","P3","98","not-required","","","2026-07-21","0","observation","每月复核一次","",""
"/topics/","collection","standard","P3","93","ai-assisted","ai-assisted","2026-07-18","2026-11-15","0","observation","每月复核一次","Codex AI 辅助结构复核","该页面已接入可追踪版本，完成规则结构核对与入口映射；高风险页面仍需安排真实人工语义签字。"
"/topics/airport-travel-after-real-id/","topic","medium","P1","93","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/disabled-parking-placard-plates/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已补充 New York 迁州不能直接换 permit、Washington temporary permit 退回要求及 Texas/New York 滥用处罚；仍待人工签字。"
"/topics/dmv-fees-mailing-temporary-license/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/dmv-scam-text-fake-ticket-toll-real-id-phishing/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/dmv-test-language-translation-interpreter/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/document-checklist/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/driver-license-suspension-reinstatement-sr22/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已修正费用顺序和 suspension/revocation 表述；高风险页面仍待真实人工语义签字。"
"/topics/driving-record-points-traffic-school/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/first-driver-license-road-test/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/foreign-license-idp-transfer/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/gift-inherited-vehicle-title-transfer/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已补充 Florida、Pennsylvania 的 gift/lien 税务边界，并限定 Georgia 必须先 title 的具体继承路径；仍待人工签字。"
"/topics/lost-stolen-license-id-replacement-identity-theft/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/lost-stolen-license-plates-registration-card-sticker/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/lost-vehicle-title-replacement-electronic-title-lien-sale/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已补充 title 与 registration 的证据映射，以及 Washington 全体登记车主签字、公证和 Quick Title 边界；仍待人工签字。"
"/topics/moving-to-new-state/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/name-change-chain/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已增加 SSA 两年/四年旧姓名证据规则，并将 SSA 先后顺序限定到 California、Florida 和 New York 具体路径；仍待人工签字。"
"/topics/non-citizen-license-id/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已明确 SAVE 不决定驾照资格，并补充 additional verification 与 Texas limited-term 证据；仍待人工签字。"
"/topics/older-driver-license-renewal-medical-review/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已增加 Illinois 旧到期日例外、Virginia/Georgia 年龄规则及 Pennsylvania/New Jersey 医疗报告边界；仍待人工签字。"
"/topics/online-office-appointment/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/proof-of-residency/","topic","medium","P1","95","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/real-id-basics/","topic","medium","P1","93","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/real-id-vs-standard-license/","topic","medium","P1","93","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/renewal-replacement-address/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/residency-proof-no-bills-po-box/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/road-test-day-vehicle-sponsor-insurance-rental-retest/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/sold-car-release-liability-plates-insurance/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/ssn-and-itin/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已补充 Massachusetts 与 Florida 的州别例外；高风险页面仍待真实人工语义签字。"
"/topics/standard-license-driving-privilege-no-lawful-status/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已纠正“所有此类证件都不能作身份证明”的过度概括；仍待人工签字。"
"/topics/state-id-non-driver-id-real-id-card/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/student-temporary-resident-license-registration/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已明确 New York 居民争议由法官判断而非 DMV 裁定，并补充 Florida 驾照 30 天与车辆 10 天的不同期限；仍待人工签字。"
"/topics/teen-driver-permit-gdl-parent-guide/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/temporary-tag-trip-permit-dealer-plate/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/tickets-tolls-insurance-lapse-registration-hold/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已修正 Virginia toll invoice 条件并拆分五州保险后果；高风险页面仍待真实人工语义签字。"
"/topics/used-car-title-lien-salvage-odometer-check/","topic","high","P0","97","ai-assisted","ai-assisted","2026-07-17","2026-09-15","0","human-signoff","人工签字后恢复页面发布通道","Codex AI 辅助证据核查","已纠正 California 卖家与 title owner 不同的过度概括，加入合法 bill-of-sale chain 与 New York 涂改 title 规则；仍待人工签字。"
"/topics/vehicle-inspection-emissions-smog-vin-check/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/vehicle-registration-renewal-expired-tags-non-operation/","topic","medium","P1","95","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/topics/vehicle-title-registration-insurance-after-move/","topic","medium","P1","96","source-mapped","automated","2026-07-18","2026-07-21","0","semantic-review","完成显式语义核对后升级为 ai-assisted","站内证据映射审计","页面已通过事实项与登记来源的结构映射；尚无足够记录证明已逐页打开全部官方正文。"
"/updates/","trust","policy","P3","98","not-required","","","2026-07-21","0","observation","每月复核一次","",""
